instruction,input,output
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Beverages"", ""market"": ""India"", ""brand_a"": ""Fizz"", ""brand_b"": ""Hydra"", ""mat_cr_a"": 3.874, ""mat_cr_b"": 2.688, ""share_a"": 0.3246, ""share_b"": 0.2253, ""yoy_a"": 0.0693, ""yoy_b"": 0.0441}",,"• In India beverages, Fizz leads over Hydra: share 32.5% vs 22.5%; YoY 6.9% vs 4.4%."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Beverages"", ""market"": ""India"", ""brand_a"": ""Fizz"", ""brand_b"": ""Hydra"", ""mat_cr_a"": 3.874, ""mat_cr_b"": 2.688, ""share_a"": 0.3246, ""share_b"": 0.2253, ""yoy_a"": 0.0693, ""yoy_b"": 0.0441}",,"• Across India, beverages, Fizz leads over Hydra: share 32.5% vs 22.5%; YoY 6.9% vs 4.4%."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Biscuits"", ""market"": ""India"", ""brand_a"": ""Delta"", ""brand_b"": ""Beta"", ""mat_cr_a"": 0.955, ""mat_cr_b"": 1.349, ""share_a"": 0.1851, ""share_b"": 0.2616, ""yoy_a"": 0.032, ""yoy_b"": 0.0439}",,"• The biscuits market in India, Delta leads over Beta: share 18.5% vs 26.2%; YoY 3.2% vs 4.4%."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Biscuits"", ""market"": ""India"", ""brand_a"": ""Delta"", ""brand_b"": ""Beta"", ""mat_cr_a"": 0.955, ""mat_cr_b"": 1.349, ""share_a"": 0.1851, ""share_b"": 0.2616, ""yoy_a"": 0.032, ""yoy_b"": 0.0439}",,"• In India biscuits, Delta leads over Beta: share 18.5% vs 26.2%; YoY 3.2% vs 4.4%."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Biscuits"", ""market"": ""India"", ""brand_a"": ""Delta"", ""brand_b"": ""Beta"", ""mat_cr_a"": 0.955, ""mat_cr_b"": 1.349, ""share_a"": 0.1851, ""share_b"": 0.2616, ""yoy_a"": 0.032, ""yoy_b"": 0.0439}",,"• Across India, biscuits, Delta leads over Beta: share 18.5% vs 26.2%; YoY 3.2% vs 4.4%."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""mat_summary"", ""category"": ""Biscuits"", ""market"": ""India"", ""period"": ""2022-05..2023-04"", ""mat_sales_cr"": 5.37, ""yoy"": 0.0303, ""leaders"": [{""brand"": ""Alpha"", ""share"": 0.3093, ""mat_cr"": 1.660693093}, {""brand"": ""Beta"", ""share"": 0.2618, ""mat_cr"": 1.405662185}, {""brand"": ""Gamma"", ""share"": 0.2411, ""mat_cr"": 1.294885139}, {""brand"": ""Delta"", ""share"": 0.1878, ""mat_cr"": 1.0084672529999998}], ""top_movers"": [{""brand"": ""Delta"", ""yoy"": 0.0511}, {""brand"": ""Gamma"", ""yoy"": 0.0502}, {""brand"": ""Beta"", ""yoy"": 0.0168}], ""bottom_movers"": [{""brand"": ""Alpha"", ""yoy"": 0.0147}, {""brand"": ""Beta"", ""yoy"": 0.0168}, {""brand"": ""Gamma"", ""yoy"": 0.0502}], ""lead_share_pp_delta"": -0.0048}",,"• The biscuits market in India ticked up 3.0% May 2022–Apr 2023.
• Alpha holds 30.9% share."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""mat_summary"", ""category"": ""Biscuits"", ""market"": ""India"", ""period"": ""2022-05..2023-04"", ""mat_sales_cr"": 5.37, ""yoy"": 0.0303, ""leaders"": [{""brand"": ""Alpha"", ""share"": 0.3093, ""mat_cr"": 1.660693093}, {""brand"": ""Beta"", ""share"": 0.2618, ""mat_cr"": 1.405662185}, {""brand"": ""Gamma"", ""share"": 0.2411, ""mat_cr"": 1.294885139}, {""brand"": ""Delta"", ""share"": 0.1878, ""mat_cr"": 1.0084672529999998}], ""top_movers"": [{""brand"": ""Delta"", ""yoy"": 0.0511}, {""brand"": ""Gamma"", ""yoy"": 0.0502}, {""brand"": ""Beta"", ""yoy"": 0.0168}], ""bottom_movers"": [{""brand"": ""Alpha"", ""yoy"": 0.0147}, {""brand"": ""Beta"", ""yoy"": 0.0168}, {""brand"": ""Gamma"", ""yoy"": 0.0502}], ""lead_share_pp_delta"": -0.0048}",,"• In India biscuits up by 3.0% YoY May 2022–Apr 2023.
• Alpha maintains 30.9% share."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""mat_summary"", ""category"": ""Biscuits"", ""market"": ""India"", ""period"": ""2022-05..2023-04"", ""mat_sales_cr"": 5.37, ""yoy"": 0.0303, ""leaders"": [{""brand"": ""Alpha"", ""share"": 0.3093, ""mat_cr"": 1.660693093}, {""brand"": ""Beta"", ""share"": 0.2618, ""mat_cr"": 1.405662185}, {""brand"": ""Gamma"", ""share"": 0.2411, ""mat_cr"": 1.294885139}, {""brand"": ""Delta"", ""share"": 0.1878, ""mat_cr"": 1.0084672529999998}], ""top_movers"": [{""brand"": ""Delta"", ""yoy"": 0.0511}, {""brand"": ""Gamma"", ""yoy"": 0.0502}, {""brand"": ""Beta"", ""yoy"": 0.0168}], ""bottom_movers"": [{""brand"": ""Alpha"", ""yoy"": 0.0147}, {""brand"": ""Beta"", ""yoy"": 0.0168}, {""brand"": ""Gamma"", ""yoy"": 0.0502}], ""lead_share_pp_delta"": -0.0048}",,"• Across India, biscuits up 3.0% YoY May 2022–Apr 2023.
• Alpha maintains 30.9% share."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Biscuits"", ""market"": ""India"", ""brand_a"": ""Gamma"", ""brand_b"": ""Delta"", ""mat_cr_a"": 1.273, ""mat_cr_b"": 1.004, ""share_a"": 0.2382, ""share_b"": 0.1879, ""yoy_a"": 0.0352, ""yoy_b"": 0.0516}",,"• The biscuits market in India, Gamma leads over Delta: share 23.8% vs 18.8%; YoY 3.5% vs 5.2%."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Biscuits"", ""market"": ""India"", ""brand_a"": ""Gamma"", ""brand_b"": ""Delta"", ""mat_cr_a"": 1.273, ""mat_cr_b"": 1.004, ""share_a"": 0.2382, ""share_b"": 0.1879, ""yoy_a"": 0.0352, ""yoy_b"": 0.0516}",,"• In India biscuits, Gamma leads over Delta: share 23.8% vs 18.8%; YoY 3.5% vs 5.2%."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Biscuits"", ""market"": ""India"", ""brand_a"": ""Gamma"", ""brand_b"": ""Delta"", ""mat_cr_a"": 1.273, ""mat_cr_b"": 1.004, ""share_a"": 0.2382, ""share_b"": 0.1879, ""yoy_a"": 0.0352, ""yoy_b"": 0.0516}",,"• Across India, biscuits, Gamma leads over Delta: share 23.8% vs 18.8%; YoY 3.5% vs 5.2%."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Beverages"", ""market"": ""India"", ""brand_a"": ""Hydra"", ""brand_b"": ""Quench"", ""mat_cr_a"": 2.673, ""mat_cr_b"": 2.044, ""share_a"": 0.2302, ""share_b"": 0.176, ""yoy_a"": 0.0926, ""yoy_b"": 0.0646}",,"• The beverages market in India, Hydra leads over Quench: share 23.0% vs 17.6%; YoY 9.3% vs 6.5%."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Beverages"", ""market"": ""India"", ""brand_a"": ""Hydra"", ""brand_b"": ""Quench"", ""mat_cr_a"": 2.673, ""mat_cr_b"": 2.044, ""share_a"": 0.2302, ""share_b"": 0.176, ""yoy_a"": 0.0926, ""yoy_b"": 0.0646}",,"• In India beverages, Hydra leads over Quench: share 23.0% vs 17.6%; YoY 9.3% vs 6.5%."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Beverages"", ""market"": ""India"", ""brand_a"": ""Hydra"", ""brand_b"": ""Quench"", ""mat_cr_a"": 2.673, ""mat_cr_b"": 2.044, ""share_a"": 0.2302, ""share_b"": 0.176, ""yoy_a"": 0.0926, ""yoy_b"": 0.0646}",,"• Across India, beverages, Hydra leads over Quench: share 23.0% vs 17.6%; YoY 9.3% vs 6.5%."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""mat_summary"", ""category"": ""Biscuits"", ""market"": ""India"", ""period"": ""2021-03..2022-02"", ""mat_sales_cr"": 5.158, ""yoy"": 0.0394, ""leaders"": [{""brand"": ""Alpha"", ""share"": 0.315, ""mat_cr"": 1.6244490109999998}, {""brand"": ""Beta"", ""share"": 0.2616, ""mat_cr"": 1.3491674690000002}, {""brand"": ""Gamma"", ""share"": 0.2383, ""mat_cr"": 1.229244167}, {""brand"": ""Delta"", ""share"": 0.1851, ""mat_cr"": 0.954832318}], ""top_movers"": [{""brand"": ""Beta"", ""yoy"": 0.0439}, {""brand"": ""Alpha"", ""yoy"": 0.0431}, {""brand"": ""Gamma"", ""yoy"": 0.0354}], ""bottom_movers"": [{""brand"": ""Delta"", ""yoy"": 0.032}, {""brand"": ""Gamma"", ""yoy"": 0.0354}, {""brand"": ""Alpha"", ""yoy"": 0.0431}], ""lead_share_pp_delta"": 0.0011}",,"• The biscuits market in India nudged higher 3.9% Mar 2021–Feb 2022.
• Alpha maintains 31.5% share."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""mat_summary"", ""category"": ""Biscuits"", ""market"": ""India"", ""period"": ""2021-03..2022-02"", ""mat_sales_cr"": 5.158, ""yoy"": 0.0394, ""leaders"": [{""brand"": ""Alpha"", ""share"": 0.315, ""mat_cr"": 1.6244490109999998}, {""brand"": ""Beta"", ""share"": 0.2616, ""mat_cr"": 1.3491674690000002}, {""brand"": ""Gamma"", ""share"": 0.2383, ""mat_cr"": 1.229244167}, {""brand"": ""Delta"", ""share"": 0.1851, ""mat_cr"": 0.954832318}], ""top_movers"": [{""brand"": ""Beta"", ""yoy"": 0.0439}, {""brand"": ""Alpha"", ""yoy"": 0.0431}, {""brand"": ""Gamma"", ""yoy"": 0.0354}], ""bottom_movers"": [{""brand"": ""Delta"", ""yoy"": 0.032}, {""brand"": ""Gamma"", ""yoy"": 0.0354}, {""brand"": ""Alpha"", ""yoy"": 0.0431}], ""lead_share_pp_delta"": 0.0011}",,"• In India biscuits up 3.9% YoY Mar 2021–Feb 2022.
• Alpha maintains 31.5% share."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""mat_summary"", ""category"": ""Biscuits"", ""market"": ""India"", ""period"": ""2021-03..2022-02"", ""mat_sales_cr"": 5.158, ""yoy"": 0.0394, ""leaders"": [{""brand"": ""Alpha"", ""share"": 0.315, ""mat_cr"": 1.6244490109999998}, {""brand"": ""Beta"", ""share"": 0.2616, ""mat_cr"": 1.3491674690000002}, {""brand"": ""Gamma"", ""share"": 0.2383, ""mat_cr"": 1.229244167}, {""brand"": ""Delta"", ""share"": 0.1851, ""mat_cr"": 0.954832318}], ""top_movers"": [{""brand"": ""Beta"", ""yoy"": 0.0439}, {""brand"": ""Alpha"", ""yoy"": 0.0431}, {""brand"": ""Gamma"", ""yoy"": 0.0354}], ""bottom_movers"": [{""brand"": ""Delta"", ""yoy"": 0.032}, {""brand"": ""Gamma"", ""yoy"": 0.0354}, {""brand"": ""Alpha"", ""yoy"": 0.0431}], ""lead_share_pp_delta"": 0.0011}",,"• Across India, biscuits up by 3.9% YoY Mar 2021–Feb 2022.
• Alpha holds 31.5% share."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""ytd_summary"", ""category"": ""Beverages"", ""market"": ""India"", ""period"": ""YTD 2025-01..2025-05"", ""ytd_sales_cr"": 5.954, ""yoy"": 0.0417, ""leaders"": [{""brand"": ""Fizz"", ""share"": 0.332, ""ytd_cr"": 1.977189018}, {""brand"": ""Splash"", ""share"": 0.2692, ""ytd_cr"": 1.603034096}, {""brand"": ""Hydra"", ""share"": 0.2204, ""ytd_cr"": 1.312241952}, {""brand"": ""Quench"", ""share"": 0.1784, ""ytd_cr"": 1.0620310480000001}]}",,"• The beverages market in India nudged higher 4.2% to ₹5.95 Cr Jan–May 2025 (YTD).
• Fizz maintains 33.2% share, contributing ₹1.98 Cr."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""ytd_summary"", ""category"": ""Beverages"", ""market"": ""India"", ""period"": ""YTD 2025-01..2025-05"", ""ytd_sales_cr"": 5.954, ""yoy"": 0.0417, ""leaders"": [{""brand"": ""Fizz"", ""share"": 0.332, ""ytd_cr"": 1.977189018}, {""brand"": ""Splash"", ""share"": 0.2692, ""ytd_cr"": 1.603034096}, {""brand"": ""Hydra"", ""share"": 0.2204, ""ytd_cr"": 1.312241952}, {""brand"": ""Quench"", ""share"": 0.1784, ""ytd_cr"": 1.0620310480000001}]}",,"• In India beverages ticked up 4.2% to ₹5.95 Cr Jan–May 2025 (YTD).
• Fizz holds 33.2% share, contributing ₹1.98 Cr."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""ytd_summary"", ""category"": ""Beverages"", ""market"": ""India"", ""period"": ""YTD 2025-01..2025-05"", ""ytd_sales_cr"": 5.954, ""yoy"": 0.0417, ""leaders"": [{""brand"": ""Fizz"", ""share"": 0.332, ""ytd_cr"": 1.977189018}, {""brand"": ""Splash"", ""share"": 0.2692, ""ytd_cr"": 1.603034096}, {""brand"": ""Hydra"", ""share"": 0.2204, ""ytd_cr"": 1.312241952}, {""brand"": ""Quench"", ""share"": 0.1784, ""ytd_cr"": 1.0620310480000001}]}",,"• Across India, beverages nudged higher 4.2% reaching ₹5.95 Cr Jan–May 2025 (YTD).
• Fizz maintains 33.2% share, contributing ₹1.98 Cr."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""ytd_summary"", ""category"": ""Beverages"", ""market"": ""India"", ""period"": ""YTD 2025-01..2025-05"", ""ytd_sales_cr"": 5.954, ""yoy"": 0.0417, ""leaders"": [{""brand"": ""Fizz"", ""share"": 0.332, ""ytd_cr"": 1.977189018}, {""brand"": ""Splash"", ""share"": 0.2692, ""ytd_cr"": 1.603034096}, {""brand"": ""Hydra"", ""share"": 0.2204, ""ytd_cr"": 1.312241952}, {""brand"": ""Quench"", ""share"": 0.1784, ""ytd_cr"": 1.0620310480000001}]}",,"• The beverages market in India inched up 4.2% to ₹5.95 Cr Jan–May 2025 (YTD).
• Fizz maintains 33.2% share, contributing ₹1.98 Cr."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""ytd_summary"", ""category"": ""Beverages"", ""market"": ""India"", ""period"": ""YTD 2025-01..2025-05"", ""ytd_sales_cr"": 5.954, ""yoy"": 0.0417, ""leaders"": [{""brand"": ""Fizz"", ""share"": 0.332, ""ytd_cr"": 1.977189018}, {""brand"": ""Splash"", ""share"": 0.2692, ""ytd_cr"": 1.603034096}, {""brand"": ""Hydra"", ""share"": 0.2204, ""ytd_cr"": 1.312241952}, {""brand"": ""Quench"", ""share"": 0.1784, ""ytd_cr"": 1.0620310480000001}]}",,"• In India beverages reached ₹5.95 Cr growing 4.2% YoY Jan–May 2025 (YTD).
• Fizz holds 33.2% share, contributing ₹1.98 Cr."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""mat_summary"", ""category"": ""Biscuits"", ""market"": ""India"", ""period"": ""2024-05..2025-04"", ""mat_sales_cr"": 5.546, ""yoy"": 0.015, ""leaders"": [{""brand"": ""Alpha"", ""share"": 0.3128, ""mat_cr"": 1.73514277}, {""brand"": ""Beta"", ""share"": 0.266, ""mat_cr"": 1.475413162}, {""brand"": ""Gamma"", ""share"": 0.2308, ""mat_cr"": 1.2798366589999999}, {""brand"": ""Delta"", ""share"": 0.1904, ""mat_cr"": 1.055886356}], ""top_movers"": [{""brand"": ""Beta"", ""yoy"": 0.0308}, {""brand"": ""Delta"", ""yoy"": 0.0289}, {""brand"": ""Alpha"", ""yoy"": 0.0217}], ""bottom_movers"": [{""brand"": ""Gamma"", ""yoy"": -0.022}, {""brand"": ""Alpha"", ""yoy"": 0.0217}, {""brand"": ""Delta"", ""yoy"": 0.0289}], ""lead_share_pp_delta"": 0.0021}",,"• The biscuits market in India held steady 1.5% May 2024–Apr 2025.
• Alpha holds 31.3% share."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""mat_summary"", ""category"": ""Biscuits"", ""market"": ""India"", ""period"": ""2024-05..2025-04"", ""mat_sales_cr"": 5.546, ""yoy"": 0.015, ""leaders"": [{""brand"": ""Alpha"", ""share"": 0.3128, ""mat_cr"": 1.73514277}, {""brand"": ""Beta"", ""share"": 0.266, ""mat_cr"": 1.475413162}, {""brand"": ""Gamma"", ""share"": 0.2308, ""mat_cr"": 1.2798366589999999}, {""brand"": ""Delta"", ""share"": 0.1904, ""mat_cr"": 1.055886356}], ""top_movers"": [{""brand"": ""Beta"", ""yoy"": 0.0308}, {""brand"": ""Delta"", ""yoy"": 0.0289}, {""brand"": ""Alpha"", ""yoy"": 0.0217}], ""bottom_movers"": [{""brand"": ""Gamma"", ""yoy"": -0.022}, {""brand"": ""Alpha"", ""yoy"": 0.0217}, {""brand"": ""Delta"", ""yoy"": 0.0289}], ""lead_share_pp_delta"": 0.0021}",,"• In India biscuits was unchanged 1.5% May 2024–Apr 2025.
• Alpha maintains 31.3% share."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""mat_summary"", ""category"": ""Biscuits"", ""market"": ""India"", ""period"": ""2024-05..2025-04"", ""mat_sales_cr"": 5.546, ""yoy"": 0.015, ""leaders"": [{""brand"": ""Alpha"", ""share"": 0.3128, ""mat_cr"": 1.73514277}, {""brand"": ""Beta"", ""share"": 0.266, ""mat_cr"": 1.475413162}, {""brand"": ""Gamma"", ""share"": 0.2308, ""mat_cr"": 1.2798366589999999}, {""brand"": ""Delta"", ""share"": 0.1904, ""mat_cr"": 1.055886356}], ""top_movers"": [{""brand"": ""Beta"", ""yoy"": 0.0308}, {""brand"": ""Delta"", ""yoy"": 0.0289}, {""brand"": ""Alpha"", ""yoy"": 0.0217}], ""bottom_movers"": [{""brand"": ""Gamma"", ""yoy"": -0.022}, {""brand"": ""Alpha"", ""yoy"": 0.0217}, {""brand"": ""Delta"", ""yoy"": 0.0289}], ""lead_share_pp_delta"": 0.0021}",,"• Across India, biscuits was unchanged 1.5% May 2024–Apr 2025.
• Alpha maintains 31.3% share."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Beverages"", ""market"": ""India"", ""brand_a"": ""Fizz"", ""brand_b"": ""Splash"", ""mat_cr_a"": 3.787, ""mat_cr_b"": 3.247, ""share_a"": 0.3215, ""share_b"": 0.2757, ""yoy_a"": 0.0611, ""yoy_b"": 0.0401}",,"• The beverages market in India, Fizz has a narrow lead over Splash: share 32.1% vs 27.6%; YoY 6.1% vs 4.0%."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Beverages"", ""market"": ""India"", ""brand_a"": ""Fizz"", ""brand_b"": ""Splash"", ""mat_cr_a"": 3.787, ""mat_cr_b"": 3.247, ""share_a"": 0.3215, ""share_b"": 0.2757, ""yoy_a"": 0.0611, ""yoy_b"": 0.0401}",,"• In India beverages, Fizz has a narrow lead over Splash: share 32.1% vs 27.6%; YoY 6.1% vs 4.0%."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Beverages"", ""market"": ""India"", ""brand_a"": ""Fizz"", ""brand_b"": ""Splash"", ""mat_cr_a"": 3.787, ""mat_cr_b"": 3.247, ""share_a"": 0.3215, ""share_b"": 0.2757, ""yoy_a"": 0.0611, ""yoy_b"": 0.0401}",,"• Across India, beverages, Fizz edges past Splash: share 32.1% vs 27.6%; YoY 6.1% vs 4.0%."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Beverages"", ""market"": ""India"", ""brand_a"": ""Quench"", ""brand_b"": ""Splash"", ""mat_cr_a"": 2.305, ""mat_cr_b"": 3.524, ""share_a"": 0.1756, ""share_b"": 0.2685, ""yoy_a"": 0.041, ""yoy_b"": 0.029}",,"• The beverages market in India, Quench leads over Splash: share 17.6% vs 26.9%; YoY 4.1% vs 2.9%."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Beverages"", ""market"": ""India"", ""brand_a"": ""Quench"", ""brand_b"": ""Splash"", ""mat_cr_a"": 2.305, ""mat_cr_b"": 3.524, ""share_a"": 0.1756, ""share_b"": 0.2685, ""yoy_a"": 0.041, ""yoy_b"": 0.029}",,"• In India beverages, Quench leads over Splash: share 17.6% vs 26.9%; YoY 4.1% vs 2.9%."
"Write exactly 1 short, human-like brand-pair bullet from the JSON. Mention sales (₹ Cr), shares (%), and YoY if present. Use readable dates.

JSON:
{""task"": ""brand_pair"", ""category"": ""Beverages"", ""market"": ""India"", ""brand_a"": ""Quench"", ""brand_b"": ""Splash"", ""mat_cr_a"": 2.305, ""mat_cr_b"": 3.524, ""share_a"": 0.1756, ""share_b"": 0.2685, ""yoy_a"": 0.041, ""yoy_b"": 0.029}",,"• Across India, beverages, Quench leads over Splash: share 17.6% vs 26.9%; YoY 4.1% vs 2.9%."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""mat_summary"", ""category"": ""Biscuits"", ""market"": ""India"", ""period"": ""2023-04..2024-03"", ""mat_sales_cr"": 5.467, ""yoy"": 0.0204, ""leaders"": [{""brand"": ""Alpha"", ""share"": 0.3101, ""mat_cr"": 1.6950591830000001}, {""brand"": ""Beta"", ""share"": 0.2616, ""mat_cr"": 1.430229625}, {""brand"": ""Gamma"", ""share"": 0.2401, ""mat_cr"": 1.312413888}, {""brand"": ""Delta"", ""share"": 0.1883, ""mat_cr"": 1.029153223}], ""top_movers"": [{""brand"": ""Gamma"", ""yoy"": 0.0274}, {""brand"": ""Delta"", ""yoy"": 0.0247}, {""brand"": ""Alpha"", ""yoy"": 0.0229}], ""bottom_movers"": [{""brand"": ""Beta"", ""yoy"": 0.0083}, {""brand"": ""Alpha"", ""yoy"": 0.0229}, {""brand"": ""Delta"", ""yoy"": 0.0247}], ""lead_share_pp_delta"": 0.0008}",,"• The biscuits market in India up by 2.0% YoY Apr 2023–Mar 2024.
• Alpha holds 31.0% share."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""mat_summary"", ""category"": ""Biscuits"", ""market"": ""India"", ""period"": ""2023-04..2024-03"", ""mat_sales_cr"": 5.467, ""yoy"": 0.0204, ""leaders"": [{""brand"": ""Alpha"", ""share"": 0.3101, ""mat_cr"": 1.6950591830000001}, {""brand"": ""Beta"", ""share"": 0.2616, ""mat_cr"": 1.430229625}, {""brand"": ""Gamma"", ""share"": 0.2401, ""mat_cr"": 1.312413888}, {""brand"": ""Delta"", ""share"": 0.1883, ""mat_cr"": 1.029153223}], ""top_movers"": [{""brand"": ""Gamma"", ""yoy"": 0.0274}, {""brand"": ""Delta"", ""yoy"": 0.0247}, {""brand"": ""Alpha"", ""yoy"": 0.0229}], ""bottom_movers"": [{""brand"": ""Beta"", ""yoy"": 0.0083}, {""brand"": ""Alpha"", ""yoy"": 0.0229}, {""brand"": ""Delta"", ""yoy"": 0.0247}], ""lead_share_pp_delta"": 0.0008}",,"• In India biscuits up 2.0% YoY Apr 2023–Mar 2024.
• Alpha holds 31.0% share."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""mat_summary"", ""category"": ""Biscuits"", ""market"": ""India"", ""period"": ""2023-04..2024-03"", ""mat_sales_cr"": 5.467, ""yoy"": 0.0204, ""leaders"": [{""brand"": ""Alpha"", ""share"": 0.3101, ""mat_cr"": 1.6950591830000001}, {""brand"": ""Beta"", ""share"": 0.2616, ""mat_cr"": 1.430229625}, {""brand"": ""Gamma"", ""share"": 0.2401, ""mat_cr"": 1.312413888}, {""brand"": ""Delta"", ""share"": 0.1883, ""mat_cr"": 1.029153223}], ""top_movers"": [{""brand"": ""Gamma"", ""yoy"": 0.0274}, {""brand"": ""Delta"", ""yoy"": 0.0247}, {""brand"": ""Alpha"", ""yoy"": 0.0229}], ""bottom_movers"": [{""brand"": ""Beta"", ""yoy"": 0.0083}, {""brand"": ""Alpha"", ""yoy"": 0.0229}, {""brand"": ""Delta"", ""yoy"": 0.0247}], ""lead_share_pp_delta"": 0.0008}",,"• Across India, biscuits held steady 2.0% Apr 2023–Mar 2024.
• Alpha holds 31.0% share."
"Write exactly 2 short, human-like FMCG bullets from the JSON. Use readable dates. Keep numbers unchanged.

JSON:
{""task"": ""ytd_summary"", ""category"": ""Biscuits"", ""market"": ""India"", ""period"": ""YTD 2023-01..2023-12"", ""ytd_sales_cr"": 5.455, ""yoy"": 0.0245, ""leaders"": [{""brand"": ""Alpha"", ""share"": 0.3109, ""ytd_cr"": 1.6958016870000001}, {""brand"": ""Beta"", ""share"": 0.2596, ""ytd_cr"": 1.416305367}, {""brand"": ""Gamma"", ""share"": 0.242, ""ytd_cr"": 1.319882146}, {""brand"": ""Delta"", ""share"": 0.1875, ""ytd_cr"": 1.022715889}]}",,"• The biscuits market in India held steady 2.5% to ₹5.46 Cr Jan–Dec 2023 (YTD).
• Alpha holds 31.1% share, contributing ₹1.70 Cr."
